Points,GEO12_ID,min_tower_distance,min_hospital_distance,min_food_distance,min_parking_distance,min_tower_distance_scaled,min_hospital_distance_scaled,min_food_distance_scaled,min_parking_distance_scaled,TotPop,NatWalkInd,TotPop_scaled,NatWalkInd_scaled,score
"(-95.97920840123136, 30.499365236710027)",481852000000.0,0.004488368,0.145304045,0.015460214,0.349162537,0.050653403,0.216251747,0.043574416,0.309179041,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.7220749488202031
"(-95.98031700105786, 30.10138048539077)",484737000000.0,0.007483227,0.307137141,0.035608236,0.611130488,0.084612354,0.457291683,0.100642218,0.541440804,6196,5.0,0.6636675235646958,0.44897959185922537,0.6755343704833916
"(-95.98284238232782, 30.092165426002396)",484737000000.0,0.002647542,0.315118962,0.027793073,0.617597498,0.02978014,0.46918009,0.078506339,0.54717448,6196,5.0,0.6636675235646958,0.44897959185922537,0.6930576650920872
"(-95.98284759729337, 30.855843819661818)",483130000000.0,0.022640867,0.112457359,0.11447887,0.403118268,0.256486018,0.167328731,0.324037543,0.357016393,3525,1.333333333,0.3775706940874036,0.0,0.6135172701891136
"(-95.98333816517788, 31.38834531665647)",482900000000.0,0.02573086,0.45170102,0.109227571,0.836513332,0.291523698,0.672610237,0.309163619,0.741266075,2435,7.666666667,0.26081833761782347,0.775510204131612,0.4597691962870829
"(-95.98352680016238, 29.975270180034965)",484737000000.0,0.009386198,0.427880493,0.093063165,0.719323835,0.106190284,0.637131102,0.263379117,0.63736543,6196,5.0,0.6636675235646958,0.44897959185922537,0.6197692937007829
"(-95.98397275490596, 30.07385504830653)",484737000000.0,0.00198289,0.332302897,0.022011967,0.632661559,0.022243591,0.49477445,0.062131777,0.560530332,6196,5.0,0.6636675235646958,0.44897959185922537,0.6906326989181744
"(-95.98441984897606, 29.740732969874507)",484737000000.0,0.002319155,0.555606881,0.030461252,0.932975186,0.026056528,0.827371301,0.086063763,0.826789516,6196,5.0,0.6636675235646958,0.44897959185922537,0.5811933160920874
"(-95.98493879505206, 29.781780098904306)",484737000000.0,0.00139116,0.52761619,0.0191994,0.89496391,0.015533924,0.785680976,0.054165386,0.793088577,6196,5.0,0.6636675235646958,0.44897959185922537,0.5997749267877395
"(-95.98513256398874, 30.322586036483585)",481852000000.0,0.007848233,0.116169771,0.096359192,0.437054331,0.088751182,0.172858129,0.272714874,0.387104234,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.6736431829071595
"(-95.9855228377456, 31.27372845962175)",482900000000.0,0.003155649,0.339526288,0.014785879,0.731257335,0.0355416,0.505533224,0.04166441,0.647945715,2435,7.666666667,0.26081833761782347,0.775510204131612,0.6001603217653437
"(-95.98600846960217, 29.803528598043084)",484737000000.0,0.006086051,0.512878872,0.032477442,0.874612938,0.068769662,0.763730694,0.091774473,0.775045329,6196,5.0,0.6636675235646958,0.44897959185922537,0.5868532430920874
"(-95.98604774150571, 31.219707539508303)",482900000000.0,0.003815297,0.287199175,0.037432214,0.682934596,0.043021399,0.427595372,0.105808503,0.605102595,2435,7.666666667,0.26081833761782347,0.775510204131612,0.6130603359827351
"(-95.98613799392146, 30.080742079325564)",484737000000.0,0.000886308,0.325084757,0.020128722,0.625639137,0.009809366,0.484023498,0.056797624,0.554304226,6196,5.0,0.6636675235646958,0.44897959185922537,0.697822601222522
"(-95.98690581378398, 30.42332922169634)",481852000000.0,0.016364923,0.095944226,0.063218828,0.375014858,0.185322593,0.142733488,0.178847209,0.332099805,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.6645760720375943
"(-95.98708935722492, 30.381542406566613)",481852000000.0,0.022098118,0.091393745,0.078799024,0.398093456,0.250331743,0.13595584,0.222976978,0.352561376,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.6332231203419421
"(-95.98746877145086, 30.099247225552414)",484737000000.0,0.001534526,0.306980622,0.029203136,0.609141036,0.017159555,0.457058559,0.08250024,0.539676949,6196,5.0,0.6636675235646958,0.44897959185922537,0.700408645874696
"(-95.98783150460225, 30.156864150588664)",484737000000.0,0.00471517,0.252355458,0.07604369,0.560748431,0.05322513,0.375697907,0.215172695,0.496771885,6196,5.0,0.6636675235646958,0.44897959185922537,0.7005566506138265
"(-95.98964020705928, 30.06926002856772)",484737000000.0,0.003554559,0.335178215,0.017739935,0.633748783,0.040064877,0.499057051,0.050031559,0.561494269,6196,5.0,0.6636675235646958,0.44897959185922537,0.684438604700783
"(-95.99004199448778, 31.212500541645547)",482900000000.0,0.003365034,0.281342359,0.044896024,0.674695756,0.037915832,0.418872023,0.1269492,0.597798008,2435,7.666666667,0.26081833761782347,0.775510204131612,0.6168370265914307
"(-95.99024869702848, 30.403004831858446)",481852000000.0,0.020229904,0.088170824,0.079071071,0.383146034,0.229147916,0.131155507,0.223747532,0.339308936,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.6453761601245509
"(-95.99062651598237, 29.787173889446347)",484737000000.0,0.005952718,0.519787293,0.026199311,0.887760153,0.067257785,0.77402034,0.073992126,0.786701699,6196,5.0,0.6636675235646958,0.44897959185922537,0.583650493396435
"(-95.9908978402293, 29.781991717569714)",484737000000.0,0.001443571,0.522970782,0.025095181,0.892419234,0.016128219,0.778761941,0.070864755,0.790832457,6196,5.0,0.6636675235646958,0.44897959185922537,0.5999277209616526
"(-95.9914645640744, 30.08926278002079)",484737000000.0,0.001352137,0.315419442,0.019188648,0.615592292,0.015091434,0.469627635,0.054134934,0.545396657,6196,5.0,0.6636675235646958,0.44897959185922537,0.6998253212660004
"(-95.99147204077416, 29.97236440524389)",484737000000.0,0.005355623,0.422478999,0.092715422,0.718384502,0.060487277,0.629085926,0.262394161,0.636532614,6196,5.0,0.6636675235646958,0.44897959185922537,0.6363482813529568
"(-95.99177492093662, 30.351356993560476)",481852000000.0,0.003786382,0.095422374,0.077729788,0.413086945,0.042693527,0.141956223,0.219948445,0.36585466,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.7006921466897682
"(-95.99222028156235, 30.651825882272345)",481852000000.0,0.020161211,0.272956807,0.104860813,0.317496312,0.22836901,0.406382286,0.296795095,0.281103647,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.6507500391680291
"(-95.9925195279587, 30.096299428510694)",484737000000.0,0.000631307,0.308364128,0.023826682,0.609019897,0.006917892,0.459119202,0.067271827,0.539569546,6196,5.0,0.6636675235646958,0.44897959185922537,0.7045808327442612
"(-95.99274854877343, 31.52096093572963)",482900000000.0,0.014250008,0.584236694,0.093924932,0.956498624,0.161341411,0.870013556,0.26582001,0.847645483,2435,7.666666667,0.26081833761782347,0.775510204131612,0.46135021028708284
"(-95.99347395502548, 29.953717388973956)",484737000000.0,0.012833544,0.42775669,0.07638623,0.734312569,0.145280008,0.636946706,0.216142916,0.650654497,6196,5.0,0.6636675235646958,0.44897959185922537,0.6036123488746961
"(-95.99486751805738, 31.467336649193378)",482900000000.0,0.027523932,0.531521017,0.072866491,0.905787279,0.311855476,0.791496964,0.20617351,0.802684616,2435,7.666666667,0.26081833761782347,0.775510204131612,0.4306431454175176
"(-95.9952568431655, 30.100851106621338)",484737000000.0,0.002319781,0.30323602,0.026515149,0.603708546,0.026063631,0.451481215,0.074886713,0.534860483,6196,5.0,0.6636675235646958,0.44897959185922537,0.6995603846138263
"(-95.99561863107364, 30.083742260148526)",484737000000.0,0.001856052,0.319639399,0.012493661,0.618226184,0.020805364,0.475912989,0.035171869,0.547731875,6196,5.0,0.6636675235646958,0.44897959185922537,0.6975768224399134
"(-95.99584459527044, 30.09436691960198)",484737000000.0,0.001213149,0.309324085,0.020436214,0.60896382,0.013515437,0.460548995,0.057668571,0.539519828,6196,5.0,0.6636675235646958,0.44897959185922537,0.7026586956573047
"(-95.99592766929824, 31.258548666156738)",482900000000.0,0.001947464,0.327273289,0.004736756,0.713050435,0.021841894,0.487283174,0.013201002,0.63180341,2435,7.666666667,0.26081833761782347,0.775510204131612,0.6125711715914307
"(-95.99610422708189, 30.81976115245359)",481852000000.0,0.017112532,0.149253057,0.149251918,0.371690096,0.193799796,0.222133545,0.422529665,0.329152058,3123,4.666666667,0.33451156812339333,0.40816326537109543,0.6486057172115073
"(-95.99648856248015, 30.092675656515404)",484737000000.0,0.000847207,0.310786099,0.018647671,0.610087978,0.009365996,0.46272657,0.052602655,0.540516511,6196,5.0,0.6636675235646958,0.44897959185922537,0.7038808871790438
"(-95.99672333815214, 30.09838600619545)",484737000000.0,0.001301163,0.305215892,0.023672646,0.605063481,0.014513443,0.454430107,0.06683553,0.536061773,6196,5.0,0.6636675235646958,0.44897959185922537,0.7033818400486089
