,Points,min_tower_distance,min_hospital_distance,min_food_distance,min_parking_distance,min_tower_distance_scaled,min_hospital_distance_scaled,min_food_distance_scaled,min_parking_distance_scaled,score
530,"(-96.36961000388636, 30.659429371511912)",0.04121013662936536,1.3813050697823872,2.8524647439552924,0.35923082114825183,0.007639748780656722,0.029959336599056925,0.03759487852440501,0.016617147084256406,0.9813098613598485
531,"(-96.36936927676982, 30.66637939399554)",0.06255160541739248,1.524886174478433,3.219852241103083,0.13876880464024097,0.011733004261455121,0.03309079516813932,0.04248765032745162,0.006275656766501183,0.98310291194859
532,"(-96.3645273961609, 30.66310127521498)",0.08122232079509889,1.1660540501643155,2.8706875644826773,0.44308986792952365,0.015314014022746658,0.02526477980961264,0.03783756534184045,0.020550829330663656,0.978348751564804
533,"(-96.3567113301864, 30.67569481548737)",0.11123234749135366,1.481248501502629,3.4506082724906366,0.752446706504174,0.021069883380823152,0.03213907129566893,0.045560799556865324,0.03506222136782604,0.9686702522238024
534,"(-96.3550540933767, 30.675822757311654)",0.16903970963552087,1.4528873130736253,3.4285566232581632,0.8483140152018267,0.03215723187952901,0.031520522728826696,0.04526712138759459,0.03955919032596855,0.9636983376212291
535,"(-96.3548829065268, 30.67586217449694)",0.1755643532762168,1.4520135565890848,3.428160186494635,0.8579940783448771,0.033408646841067084,0.031501466375718136,0.045261841745164344,0.04001326527663234,0.9631456223873669
536,"(-96.35429790236535, 30.671789444481995)",0.0437702232051793,1.1774377948380392,3.150034623379117,0.7720808793386791,0.008130768799562252,0.025513055687432656,0.041557837326171694,0.035983226316802314,0.9739090839633068
537,"(-96.34905394912136, 30.669161683988897)",0.10348908105220353,0.9177196741687431,2.892062646731437,0.4814046557305865,0.01958473874967597,0.019848685461019148,0.03812223316675683,0.02234810948507583,0.9774033741721874
538,"(-96.35190907573771, 30.671445903791327)",0.014499521107119292,1.1081176500181342,3.0865307210205453,0.6291218537355483,0.0025167005749366844,0.0240012052112446,0.04071210875550547,0.029277266702862303,0.9786626312285746
539,"(-96.35503759085917, 30.674470120644457)",0.09029451909912038,1.3652701526978792,3.3393396740449566,0.8445800577402622,0.017054045404825625,0.02960962011919625,0.04407895309974287,0.03938403686621474,0.9688003522982529
540,"(-96.35089905211366, 30.668134610887815)",0.061483849451652674,0.8722913887329575,2.850647951370827,0.608467296561288,0.011528210580086217,0.018857908896040335,0.037570682949982184,0.028308397296610756,0.9776895278331237
541,"(-96.34854922370545, 30.665684994357346)",0.13916556784586323,0.6764393495210069,2.6520865654764862,0.5761625875977382,0.026427425003103192,0.014586437745565103,0.034926293694441266,0.026793039502755547,0.9749446397794097
542,"(-96.35259578447983, 30.67483047936005)",0.09057342720280966,1.3437200921679688,3.3222176296395625,0.7133994235612607,0.01710753947945584,0.029139620101760178,0.043850926134406255,0.033230581138434814,0.9713624890669967
543,"(-96.35332384574784, 30.668510041838953)",0.017250146558130904,0.947035426191777,2.9172583238924026,0.7381445761964499,0.0030442656087591607,0.02048805275851949,0.03845778268798141,0.03439133327361672,0.9773867981874235
544,"(-96.35502726179809, 30.669263891515502)",0.02880435555121422,1.0386316191333422,2.9992668899525845,0.826314206044902,0.005260342194535734,0.022485736812346717,0.039549951590686694,0.03852721748551087,0.974558867825897
545,"(-96.34959367317411, 30.671210224084653)",0.039946149380743465,1.0621051498028986,3.0367938386304214,0.49114764455488014,0.007397318290774814,0.02299768710634543,0.04004972580121579,0.02280513617016364,0.9800542400433114
546,"(-96.35071177822542, 30.65819767773616)",0.03485536630539629,0.2802726352929179,2.194973877632342,0.8280010007916856,0.006420915216942759,0.005946166766448379,0.028838584974732254,0.03860634209762413,0.9785580967451046
547,"(-96.35121404223982, 30.657727907702295)",0.03722072151553561,0.2910711166098142,2.175187616449425,0.7983713901020016,0.00687458610876861,0.006181678235206442,0.028575076658431148,0.03721646851794974,0.9789571934473051
548,"(-96.35148264046907, 30.657593325359066)",0.034146216475518035,0.30220542703763215,2.172370565892538,0.7910517047164227,0.006284901549997544,0.006424514030862318,0.028537559906664966,0.03687311478861819,0.9792266248227144
549,"(-96.35365985633531, 30.651410675662603)",0.008792574055406815,0.5179661094524979,1.844916678464155,0.42674959392099177,0.0014221183542812033,0.011130186405019104,0.024176613604338613,0.019784335455095937,0.9870159316702396
550,"(-96.35546255175102, 30.64714508398691)",0.08726743788318335,0.7998265878325643,1.6625348061414278,0.3281692488619126,0.016473456650554528,0.01727747446341241,0.021747698931914375,0.015160102672972256,0.9833636571497708
551,"(-96.34948159244182, 30.654224072240822)",0.007087514483514651,0.20257249620278142,1.9128817719713436,0.5526645152957969,0.001095090982966871,0.00425155126054468,0.02508175516654487,0.02569078574020045,0.9860366726402663
552,"(-96.34984395092182, 30.647840450292023)",0.045262392826478814,0.5905548980012859,1.5197505981906303,0.11271170120953601,0.00841696425974031,0.01271332496911926,0.01984613572683619,0.005053363297968067,0.9909262868363833
553,"(-96.35094108990431, 30.65655276692218)",0.0914342323277449,0.25201655634446585,2.0938550390904944,0.7161806746414184,0.017272640360306055,0.005329910604196998,0.02749191039866374,0.03336104479640308,0.9776586168126412
554,"(-96.35606974928191, 30.650048302174692)",0.06734859698338996,0.6890893478342418,1.844017979351812,0.4589570289470239,0.012653058650114566,0.014862330215543767,0.02416464496166451,0.021295130297477954,0.9822970997466993
555,"(-96.35282253058827, 30.648364880535834)",0.14099460179116027,0.6372908563491346,1.6396982639794606,0.23468281026335483,0.026778230437139373,0.013732621467516233,0.02144356776132037,0.010774816196318471,0.9827657233206955
556,"(-96.35279179889517, 30.645094192680382)",0.017948933863404754,0.8320025312211853,1.453373508342476,0.16794642815780703,0.0031782917620494728,0.017979221631717782,0.018962142787232433,0.007644328412898158,0.990496722501159
557,"(-96.34983343880624, 30.650854812529296)",0.08738562856386384,0.3981796517170032,1.706418222517574,0.32030735064124255,0.01649612541137319,0.008517681574875037,0.022332126937585423,0.01479131468120823,0.9851978874953712
558,"(-96.35215894014205, 30.654994953940587)",0.12531915761994158,0.32872624284276364,2.0233598083295146,0.6219155020062814,0.02377170832729345,0.007002924651729494,0.026553073121961764,0.028939229258521663,0.9772369035558612
559,"(-96.35688534861552, 30.669502947845224)",0.055798018141373855,1.1092081404261582,3.053622972473063,0.7822377982940928,0.010437678320809352,0.024024988462807803,0.04027385185932671,0.036459669745468035,0.9734524457270758
560,"(-96.35802261467254, 30.668927222765706)",0.13036149087465934,1.1154955167649117,3.042570118967289,0.7180397380297154,0.02473881881232551,0.024162114156015938,0.040126652810921155,0.03344825023131059,0.9703539661514828
561,"(-96.35780970951346, 30.66839444776993)",0.13579109134423636,1.0786127780717336,3.0038331514027283,0.7356378979916809,0.025780206455387367,0.023357713267915237,0.03961076388136629,0.03427374935238191,0.9699238192807114
562,"(-96.3623299659931, 30.663411172586102)",0.027893726789664206,1.0588896348869128,2.8193005991656617,0.5692156225716704,0.005085685229440698,0.02292755774107141,0.03715320700929195,0.02646716943818479,0.9795865944067503
563,"(-96.35150151400198, 30.663854745671156)",0.1487638313750166,0.6110646030007578,2.578721000758681,0.7915756088659056,0.02826835475292883,0.01316063516084616,0.03394923005141406,0.0368976902224055,0.9707333674478485
564,"(-96.35560887496908, 30.65621647391209)",0.03822401832103725,0.52722374337379,2.1904180879894795,0.7722210118222854,0.007067016638680921,0.011332092478479314,0.02877791214487751,0.035989799688240044,0.9783397654229162
565,"(-96.35766248726642, 30.66569421279923)",0.1469178308598918,0.931991242905456,2.829968466234859,0.7938433961174389,0.027914295161194903,0.020159943870051704,0.03729527890776438,0.037004068183906225,0.9690625675132923
566,"(-96.35863947197528, 30.658835732496456)",0.068256831494519,0.7341613140201886,2.436166012518514,0.8709867410715524,0.012827256402268103,0.01584533557016312,0.032050719535242224,0.0406227285207685,0.9735285926034554
567,"(-96.35002068983685, 30.66097098926295)",0.030579749829782038,0.39437572396721415,2.362615692433475,0.8775571278764688,0.005600859636587465,0.008434719111440423,0.031071195367950364,0.04093093395498887,0.9771533051679452
568,"(-96.35383922949363, 30.665915254554783)",0.07521579820785347,0.8033605434329988,2.7582586579329176,0.8303536668992249,0.014161973751058566,0.017354548919491883,0.03634026620105684,0.03871670157885088,0.9731597908391381
569,"(-96.36005550605664, 30.66142071913984)",0.045838430425198876,0.8757774012183965,2.6325448574919257,0.7289700555308335,0.00852744723921685,0.01893393772791599,0.034666042274475915,0.03396097244259316,0.9766039850781669
570,"(-96.35222719177702, 30.66006643037131)",0.05402467621030277,0.4300427426999881,2.3472036114800128,0.9659567453467403,0.010097554515330762,0.009212605530971802,0.03086594125423991,0.0450776064868028,0.9740105758190614
571,"(-96.35567845442934, 30.66150998224078)",0.02041946356728661,0.6532864273083131,2.5186784121041867,0.9812827018890943,0.0036521349333574816,0.014081479820803888,0.03314959836271656,0.045796520491598415,0.9744544955229208
572,"(-96.36476503783838, 30.66106356815596)",0.05981351564261507,1.1278263015293808,2.762554735376664,0.4760020439183571,0.011207843547876994,0.024431044679262364,0.03639748025091879,0.02209468234768625,0.9792738170356181
573,"(-96.36388093947855, 30.66038005998633)",0.02441097294907245,1.063555635099181,2.6937943810603726,0.5447732282991614,0.004417699282087739,0.023029321732781736,0.035481747610646305,0.025320619171995414,0.9803924034389546
574,"(-96.36569046597792, 30.66010971815828)",0.03211813708913183,1.1625844118815738,2.7417940879795406,0.4653314988278778,0.005895919556945743,0.02518910809392896,0.03612099531066842,0.021594145609039696,0.9809436447394477
575,"(-96.36651014883367, 30.658896829377785)",0.06129269344859132,1.193149290199892,2.7057133929122865,0.48791266051570403,0.011491547201150585,0.025855718441616958,0.03564048193220587,0.02265338868708636,0.9787559884832764
576,"(-96.35848516015075, 30.651040624189733)",0.09157953383454705,0.777037845947213,1.9847765939300073,0.6165008037978306,0.017300508929006433,0.016780459196629502,0.026039231837349755,0.028685235169275788,0.9773757382305268
577,"(-96.3622427743357, 30.657846301368455)",0.10776167081902847,0.930909466631396,2.4948650285963625,0.7231290401011583,0.020404213812707753,0.020136350670999458,0.03283245787136405,0.033686980552885264,0.9730934277136973
578,"(-96.3600873861245, 30.655032592174795)",0.03896273725998142,0.796438217662964,2.262501209326236,0.8642888483388415,0.007208701607772607,0.01720357517962239,0.02973789653816837,0.04030854200491498,0.975299468025961
579,"(-96.35623693952468, 30.653335573355726)",0.06361735401832758,0.5932434024757088,2.037810056755312,0.6240030102314983,0.011937412933850632,0.012771960403024512,0.026745517798478117,0.02903715064398867,0.9795749720017967
580,"(-96.36437841026984, 30.65897257451977)",0.03115132160144622,1.0692008543051246,2.6322891250795517,0.5753045412186855,0.005710486078435112,0.02315244218163344,0.034662636496255096,0.02675279003728431,0.9794889860756035
581,"(-96.3608473627712, 30.652120746658852)",0.048887810833045095,0.8802694252927419,2.130784922335603,0.7738196675162098,0.009112312938547645,0.01903190735497737,0.027983733045961894,0.036064789850454866,0.9762356354026621
582,"(-96.36310304826192, 30.65470505863137)",0.0516542533398597,0.9773203771857661,2.353619370355797,0.839887846623027,0.009642911655337249,0.021148557979628706,0.030951384673970534,0.039163933391673636,0.9741167030834066
583,"(-96.36639666752953, 30.65687675204252)",0.01455571432366443,1.1710584760382878,2.5942626793872043,0.6040278352681399,0.0025274783332012007,0.025373924758173686,0.03415621011349021,0.02810014987736667,0.9795112905861093
584,"(-96.35819416205199, 30.654136832741372)",0.07734385631673847,0.6928027057252705,2.147598534542659,0.7415957628853411,0.014570131483976078,0.014943317378949062,0.028207652390938816,0.03455322244751275,0.9759982428609184
585,"(-96.36945298340825, 30.640300438866692)",0.02418654851940957,1.7305116715048359,1.7309396801946877,0.7214103669134079,0.004374655078529547,0.03757542234835413,0.022658697377852526,0.03360636057846957,0.9754641050375973
586,"(-96.36980161084098, 30.643316592238648)",0.09945796703320356,1.6264279744864405,1.9086800284236711,0.7902052812795447,0.01881157830247883,0.035305389772549566,0.025025797431147537,0.036833410535178794,0.9700595045975602
587,"(-96.36915174812553, 30.64233896108997)",0.057995197247762816,1.631765828637441,1.8314152003264037,0.7406800967503065,0.010859093337219464,0.03542180668657908,0.023996804405482654,0.0345102701393567,0.9734541221652273
588,"(-96.36520536382042, 30.64437812367006)",0.07737792274299957,1.3588684998964762,1.8277310053846785,0.5525272044724934,0.014576665363503745,0.02947000209241145,0.02394773924875374,0.02568434472794715,0.9770644881564123
589,"(-96.3592697931585, 30.640325529078652)",0.0636606035026138,1.3112119848680472,1.4295118762559305,0.15194087519387497,0.011945708107456283,0.028430628543403735,0.018644359733769524,0.006893535720222197,0.9861083115976166
590,"(-96.36139509769346, 30.64836021770392)",0.0057728301491068975,1.017763621193211,1.9610252835227637,0.5788936811994889,0.0008429368828538862,0.0220306123646866,0.025722918019519366,0.0269211503605203,0.9820002445160465
591,"(-96.36644820839611, 30.63718936004671)",0.03532820572479981,1.7470276828515574,1.4517445006638896,0.6267362476528353,0.006511604970503526,0.03793563134220635,0.018940448083687507,0.029165362064607042,0.9768992026061961
592,"(-96.36015310027658, 30.64509195508708)",0.03659006637511983,1.0953003092829998,1.7530031798654755,0.3478128110041881,0.006753627582640885,0.023721663055869393,0.02295253336820016,0.01608154805806962,0.9845017065539861
593,"(-96.36205625485309, 30.642795558869057)",0.07905185053652139,1.2868126466919436,1.648872847537367,0.3368399888658034,0.014897721715498503,0.027898486679937468,0.021565752495654872,0.015566832028070717,0.9815676780885692
594,"(-96.36871346306933, 30.644307205747197)",0.07992909818467756,1.5352822541799764,1.9285274351576231,0.7452189123922106,0.015065976242846087,0.03331753038469291,0.025290120068105465,0.03472317809855212,0.9723984178039762
595,"(-96.36581020563517, 30.64904461177892)",0.00497344562230659,1.2312799357666968,2.132968206338848,0.7732586380498951,0.0006896163626923834,0.026687335784703906,0.028012809458447495,0.03603847293253056,0.9772389778153946
596,"(-96.35793276127832, 30.643603948370743)",0.023064403061727662,1.0819412633572532,1.5860460882699559,0.19474103405865728,0.004159429590043658,0.02343030648128736,0.020729041941793185,0.008901216841484408,0.9884327188959563
597,"(-96.36740139306313, 30.639295326001022)",0.0887869199973573,1.6833750289308023,1.6009213494196795,0.6403497475258169,0.01676489059793621,0.03654738705346831,0.020927146828000145,0.029803947701067847,0.9736467616466984
598,"(-96.37583840217845, 30.64687965169451)",0.11422858792896351,1.8420126155453194,2.3225541422568368,0.9053409051931247,0.02164455692906163,0.04000722274030336,0.030537665989263472,0.042234222696795436,0.9655577326955762
599,"(-96.37579051211588, 30.648057045655293)",0.173842793556598,1.8132563806615463,2.3840610852943938,0.8262557938031773,0.03307845477097842,0.03938005833498717,0.03135679957144058,0.038524477468696174,0.9636549809570865
600,"(-96.37381612908054, 30.644666167067584)",0.02236643093272521,1.790250578653324,2.128273754211935,0.7999249473328437,0.004025559786101831,0.038878309055443955,0.02795028995744207,0.03728934318958393,0.9733059039815029
601,"(-96.3712792707686, 30.642492478983918)",0.08877211443600413,1.73116158202085,1.9167562881729026,0.7488220639750156,0.01676205091779249,0.03758959669155073,0.0251333549726586,0.034892195681704034,0.9709832516164048
602,"(-96.37072804172847, 30.65633167723264)",0.07750771758290219,1.427613729709878,2.7116272090123146,0.5251071437703955,0.01460155978127263,0.03096931385379146,0.0357192406076841,0.024398117300862436,0.9760944983137465
603,"(-96.37061499724231, 30.64818009218572)",0.06220106621090715,1.5191515589868074,2.2145877619741805,0.9307577987822754,0.011665771469634077,0.032965725014516674,0.02909979762078308,0.0434264850335144,0.9696265497807224
604,"(-96.36476717523652, 30.65192175128539)",0.10163955059277784,1.1084193344367874,2.2766901294514055,0.8920264584425878,0.019230002120948945,0.02400778485318251,0.029926860911869368,0.04160966512294261,0.9697928902527149
605,"(-96.37316770589995, 30.659781056074955)",0.17926180698348065,1.5942426037258193,2.9887990335923655,0.3193694603100316,0.03411781183821793,0.03460343699623681,0.039410543383180334,0.014747319874606334,0.9730039867611266
606,"(-96.37477242433526, 30.647382353252826)",0.1181690236823835,1.7705551477750987,2.3101596128482877,0.8853764488818634,0.022400325447368537,0.038448757925259015,0.030372598847695,0.04129772472352822,0.9660338010065569
607,"(-96.36875735435036, 30.651927155498736)",0.0776352373261831,1.3396167079955872,2.3873795286369726,0.7978561600816686,0.014626017839585254,0.029050126588278418,0.03140099374283353,0.037192299972496484,0.9717851499671868
608,"(-96.36829400548385, 30.65523986262531)",0.020707520554039807,1.283499901617772,2.5831691062575013,0.6572262729984351,0.00370738374736935,0.02782623675560612,0.03400846877164968,0.030595596201507324,0.9776834521669001
609,"(-96.37360869212952, 30.655986362388685)",0.11696442572119131,1.598978791911886,2.7690104650621037,0.39594536520871465,0.022169285716421117,0.034706731765499405,0.03648345599156927,0.018339362583942163,0.97542377729924
610,"(-96.37399344262359, 30.65213633336393)",0.1906062427775186,1.6434853611507187,2.5523252236110596,0.5947273112322121,0.03629365430022141,0.03567740599118141,0.033597697908513094,0.027663878447072004,0.9675511013420172
611,"(-96.3573183275234, 30.639279635600996)",0.02718212189600811,1.3115849112517366,1.3249703320010418,0.07764346423123707,0.0049492006856610826,0.02843876195011009,0.017252102446985735,0.0034083732043632287,0.9897389278778358
612,"(-96.35702804151906, 30.638600240758922)",0.03978801368127787,1.3448937156355059,1.275208296229584,0.11183570199785403,0.007366988146913743,0.029165216459108696,0.016589384506459737,0.005012271696296896,0.9882930131349394
613,"(-96.35653434299402, 30.63796812247287)",0.08662153884198251,1.371077025686108,1.2253424787128224,0.15092606237266956,0.016349574371565322,0.029736266186010243,0.015925284427453154,0.006845932613206036,0.9848169729633007
614,"(-96.35076099679043, 30.63603427785995)",0.10921167224161507,1.395066597426795,0.9259789037572577,0.23868308316227604,0.020682321487916024,0.030259471172871304,0.011938437651846635,0.010962462050728358,0.9821645807335749
615,"(-96.34378140827839, 30.634343951456454)",0.09289322270923825,1.5015247563134446,0.5392936945663035,0.08012718900974113,0.017552472101729125,0.03258129001247461,0.006788663903766166,0.003524880420235198,0.9861291818085156
616,"(-96.3537092382556, 30.641982251320314)",0.047110143834800305,1.0498510350632055,1.3266763697387323,0.04384049934938146,0.008771359592933396,0.022730428732136893,0.01727482301696351,0.0018227348274030542,0.9903659301430351
617,"(-96.35443988584292, 30.636744959505258)",0.05166037280187385,1.4023061118976736,1.1155200288508331,0.1560529876677945,0.009644085357188687,0.030417362698179042,0.014462697403676224,0.007086427774863338,0.9867424610028946
618,"(-96.3493687414996, 30.633039420133816)",0.05505392948638439,1.5884882005317396,0.7488303795628373,0.26756440171945123,0.010294963449799901,0.03447793527907004,0.009579219358195477,0.01231723454602656,0.9841311081550159
619,"(-96.349482697634, 30.637646363689964)",0.11249214396648115,1.2738747360759914,0.9377192039110746,0.14786967815103064,0.021311510087856506,0.027616314933522,0.012094791937166234,0.006702562937394918,0.9841927796182641
620,"(-96.35159709367542, 30.639861399904298)",0.04039913190372508,1.1476705843556145,1.1343840205479976,0.123743556725329,0.007484199527175029,0.02486384222344518,0.014713923173157603,0.005570848481177857,0.9890822399873717
621,"(-96.34627771467144, 30.632746417592255)",0.10978717617007222,1.6013132393870841,0.577945269969624,0.24742256953626843,0.020792702110392195,0.03475764532801696,0.007303415602571586,0.011372416178656385,0.9815313522695592
622,"(-96.35455115375825, 30.64067674995927)",0.04001777858478676,1.1523187187659056,1.3015970115308708,0.12159816853796124,0.007411056643788264,0.024965216567654092,0.016940822601515054,0.005470212047206548,0.9889014726142986
623,"(-96.34635308090553, 30.63624427984997)",0.03630265860157143,1.3603135446194254,0.73838123440681,0.09399778305314514,0.006698503286558648,0.02950151806166079,0.00944006034167406,0.004175525897734782,0.989475929008439
624,"(-96.35607669856022, 30.625506982360008)",0.04049342169276723,2.171853070187285,0.4382787592683881,0.5557125121349944,0.007502284139795348,0.047200938935099156,0.005443373084265586,0.02583376197846762,0.977431284871228
625,"(-96.35592052196937, 30.625950017788686)",0.038529283787932765,2.1399697841989997,0.45537026330323194,0.5238567183297316,0.007125566008355493,0.046505574532311765,0.005670993320834773,0.024339462015056185,0.9782583311529252
626,"(-96.35593518501678, 30.625715268483354)",0.040019742668393095,2.155831852189099,0.4434746478163314,0.5397860392852885,0.007411433351505349,0.04685152122798677,0.0055125705860219485,0.025086678796611483,0.9778203371717042
627,"(-96.35478752263663, 30.623519517117554)",0.030434480849391776,2.287208719851864,0.2876004468646194,0.558112193843453,0.005572997306394613,0.04971680923989255,0.003436678234867276,0.025946326879881455,0.9776625403846639
628,"(-96.35221913972319, 30.621132726340914)",0.017479926892657333,2.4230073688763376,0.06940003891163281,0.3415027652228626,0.0030883370652752024,0.05267853490747067,0.0005307415556553279,0.015785554769131346,0.9821704958357053
629,"(-96.35308948627022, 30.623424183631784)",0.05679336752995673,2.2746977053376884,0.21513861641007961,0.47456898558747723,0.010628584550394256,0.04944394796269826,0.0024716502913537434,0.022027460070178712,0.9778644859851351
630,"(-96.35488045324875, 30.626112056833932)",0.023294244637912232,2.1141503818950467,0.4286755849522111,0.5017137275704483,0.004203512792600018,0.045942461518489644,0.005315480488903172,0.023300772774295517,0.9796985966999134
631,"(-96.35411118698576, 30.621792865786503)",0.04736798889345405,2.395965056433785,0.19088013542936103,0.46265736565935534,0.008820813813259755,0.052088750609562515,0.0021485821068111,0.021468706666274432,0.9781336648569187
632,"(-96.35363883199457, 30.62494050765908)",0.07209448622824798,2.177674513148353,0.3218730186418173,0.5711369801456609,0.01356331170512808,0.047327902768421456,0.0038931114943309437,0.026557296985156797,0.9754531959912816
633,"(-96.35553799654191, 30.62473082360762)",0.08420430808604172,2.2157978145125017,0.3773575041186306,0.6015660535960077,0.015885953842988586,0.04815935993676683,0.004632039542114493,0.02798467197450599,0.9739452691157362
634,"(-96.35082172221773, 30.622177856450655)",0.010695796490797304,2.3416244813607907,0.09593853174054535,0.3175251837556266,0.001787153007810351,0.0509035998209443,0.0008841743491410134,0.014660808064396392,0.9833303934727954
635,"(-96.35273202561436, 30.620907064018393)",0.018759744648127644,2.442674607073131,0.0965059311280354,0.3625731939786615,0.003333803818010651,0.053107471164173185,0.0008917308276432214,0.016773931989028216,0.9815796187433865
636,"(-96.35189384415199, 30.62292409539309)",0.04385683520982252,2.2981222631901526,0.1529148519447373,0.39898711347662863,0.008147380826889428,0.04995483017501548,0.0016429702665325143,0.018482045712582322,0.9800077044052439
637,"(-96.3654689996859, 30.63425468093039)",0.06961894961749088,1.8663403958357814,1.2605752422309031,0.66295875248175,0.013088508218051157,0.04053780394887251,0.016394505272536317,0.03086449685846597,0.9739806374741702
638,"(-96.36433638803278, 30.634658019036372)",0.02543929213162428,1.8041618172850982,1.2371173910393365,0.5954301951774174,0.00461492905909127,0.03918170877863343,0.01608209966874956,0.027696849512242234,0.9780922297547741
639,"(-96.36378665453877, 30.635390701939617)",0.060069154491718894,1.7440555687268093,1.2565017755547676,0.5441875877462592,0.01125687462116405,0.037870810471354745,0.016340255895384462,0.025293147790741384,0.9772974908135449
640,"(-96.35623166237684, 30.63678985202073)",0.0790848043690944,1.4378086334403188,1.142299058171802,0.19481562658950652,0.014904042201549983,0.031191661485920646,0.014819333600040544,0.008904715847561613,0.9842466353433222
641,"(-96.36327208994186, 30.631811639585244)",0.11088461201868277,1.9341645548051367,1.0483020589569394,0.5628064338765514,0.02100318834012489,0.04201702744589888,0.013567505840794655,0.026166525527342076,0.9734722772137664
642,"(-96.35610250329403, 30.62987029904027)",0.06884961548226966,1.8832711555547217,0.6913084981137089,0.2742053356044114,0.012940951309159945,0.04090705847379894,0.008813157797044231,0.012628749221252589,0.9820034874442868
643,"(-96.36289905022572, 30.636577285224178)",0.03833702932642804,1.6468162166795433,1.2933146622688219,0.45391372326513707,0.007088691947058285,0.035750050898811794,0.016830520413098352,0.021058557586655372,0.9806169071601483
644,"(-96.35918693645357, 30.62868504372674)",0.13439516390877723,2.02123856932118,0.7249667257597081,0.4516941139549841,0.025512470074037855,0.043916084215784405,0.009261409380033244,0.02095443956871412,0.9742551253691427
645,"(-96.35948922010684, 30.637865065211933)",0.09721138073842642,1.460622661426148,1.2764598082900391,0.23793671602124614,0.018380687075847692,0.031689228234572896,0.016606051820856952,0.01092745126435931,0.9821163625425016
646,"(-96.35950914935633, 30.632990607205222)",0.012356900278028056,1.7568233115998513,0.9768425686951536,0.3244335221826853,0.00210574973837239,0.0381492709130143,0.012615826805097095,0.014984866222290488,0.9844828917264596
647,"(-96.35730734624492, 30.62678613501227)",0.03681090906349608,2.1074597815809484,0.5528105752677578,0.49632160147808685,0.006795984814636908,0.04579654163766521,0.0069686782299875506,0.023047837503814377,0.9788858934035515
648,"(-96.3565046092929, 30.632738413741997)",0.10414016919835381,1.703529871462014,0.8822773572917983,0.1636555302020299,0.019709616289698317,0.036986957806782114,0.011356431742675165,0.0074430498418000274,0.9825768604407465
649,"(-96.36129449628783, 30.635053691152628)",0.069537552723547,1.681997851632421,1.1535213086984615,0.41597705267774066,0.013072896439613365,0.03651735125132504,0.014968788634220643,0.019279014254059694,0.9795661762528051
650,"(-96.35473292275422, 30.63506383319344)",0.07610940575120193,1.5176237164143158,1.0053581361127475,0.04638010479840853,0.014333366076995658,0.032932403250305664,0.012995589767342249,0.0019418633084812337,0.9870372052267136
651,"(-96.35460439446791, 30.634944158918643)",0.06631315059389223,1.5230902893863434,0.9956811335874498,0.03549714492421079,0.012454461887587037,0.03305162748118903,0.012866713946958137,0.0014313625612314463,0.9877941195182978
652,"(-96.35417336901652, 30.633782963970813)",0.011637767146971166,1.5921040446818695,0.9121312509962468,0.03617758420339977,0.001967821292145965,0.03455679569856856,0.011754018188763494,0.0014632807860985287,0.9907375803393268
653,"(-96.35214440787234, 30.630319864808424)",0.08436470583703916,1.7970616552610832,0.6580577176899598,0.23145940765358144,0.01591671784428105,0.03902685648620231,0.008370332490931083,0.010623611977980991,0.9823331353091898
654,"(-96.35006336576373, 30.6262868335009)",0.09095700269366258,2.0554761724300197,0.3645087541281877,0.5356134735558146,0.017181108571434858,0.04466279553178232,0.004460923208146424,0.024890950984741523,0.975510635607502
655,"(-96.34914656084318, 30.62406277310169)",0.03867316724406049,2.203835729289226,0.20197488543319617,0.3783589971419502,0.007153162597476924,0.047898470634126215,0.0022963391219573684,0.017514416600195728,0.9810389565416577
656,"(-96.34709140976923, 30.6261950301385)",0.09274351318675608,2.0524566059705336,0.33639764664791993,0.3963387877279103,0.017523758083518175,0.04459693974048938,0.004086546738888034,0.018357817351060294,0.9780717030125337
657,"(-96.35210636754985, 30.62785481352561)",0.12873380257896241,1.9640118380365457,0.48896161571524027,0.39183503645691586,0.024426631113176583,0.042667987271265084,0.006118354276729143,0.018146554200607914,0.976267956103878
658,"(-96.35346740208671, 30.632059191029757)",0.032276814536456366,1.696116996486989,0.7875737314764357,0.09108996496351125,0.005926353607075631,0.03682528534360376,0.010095193312861959,0.00403912520116105,0.988231867437406
659,"(-96.35421195349012, 30.628146753930526)",0.10271477220691823,1.968603898297767,0.5380947047460158,0.3584172941856653,0.019436227700306546,0.042768138655983744,0.006772696066998755,0.016578985947294678,0.9783066399730938
660,"(-96.35195815742514, 30.62522558382235)",0.053685313293573435,2.1416430912810553,0.30837714602298477,0.5247785237905833,0.010032465315862852,0.04654206883155749,0.0037133769483282267,0.024382702308324143,0.9775574280207673
661,"(-96.34962956442735, 30.629125554846578)",0.08062094630530559,1.8583623402494993,0.5457159981177014,0.38393714257278067,0.015198671472952719,0.040363805074973565,0.006874194483796344,0.01777607771478445,0.979569787008826
662,"(-96.35302366933631, 30.626207816562253)",0.03450255784298783,2.0851295552764877,0.3889065701828331,0.4937661341540418,0.0063532471859009745,0.04530952645096162,0.004785847021218011,0.02292796496972644,0.979382349864025
663,"(-96.34846021605652, 30.657638534269896)",0.03714927776626364,0.1522416611267908,2.1158105900588255,0.7914851604743258,0.006860883325648061,0.003153851635503948,0.02778430875607161,0.03689344744543832,0.9797751548214224
