,Points,min_tower_distance,min_hospital_distance,min_food_distance,min_parking_distance,min_tower_distance_scaled,min_hospital_distance_scaled,min_food_distance_scaled,min_parking_distance_scaled,score
91,"(-96.37761929005731, 30.634049429730318)",0.06296432951434744,2.3795799820081895,1.8234027570891036,0.08991877001524712,0.011812164003865458,0.05173139730862711,0.023890096755795807,0.003984186480153582,0.982127387069474
92,"(-96.37737401399166, 30.63428371325714)",0.05739828067426224,2.3580458467817578,1.818946642306313,0.10626760862464897,0.010744605807784219,0.051261744617032756,0.023830751369984797,0.0047510821062739595,0.9822407613547501
93,"(-96.37694015052422, 30.63391118460853)",0.04117098406473928,2.3546159117781613,1.7836475111592955,0.1304593192983435,0.0076322393889023486,0.05118693881733408,0.023360646657960005,0.005885873240205446,0.9827825264579844
94,"(-96.37047434220459, 30.633945110319235)",0.05824250578102185,2.07385106243972,1.465890189052285,0.48689267316303125,0.010906526670851058,0.0450635460824807,0.01912883670828347,0.02260554285178568,0.9767602319707059
95,"(-96.37598652861269, 30.634389723886077)",0.025609023533901796,2.289986879182057,1.7522599837505057,0.18902503089412662,0.004647483237978237,0.049777400017900736,0.02294263567428382,0.008633089060025492,0.982902775833588
96,"(-96.37242872700199, 30.639533528351453)",0.09108798110725409,1.9032028172074054,1.8099122129534064,0.5518048518794781,0.017206229996516928,0.0413417617226037,0.023710433173155316,0.025650460422319377,0.9739385511702809
97,"(-96.36962333031316, 30.635794434791784)",0.034468328058112216,1.9466733794573705,1.5103797809797637,0.5794863358664387,0.006346681974483696,0.04228984096289549,0.01972133760339219,0.02694895076168288,0.9768863131500634
98,"(-96.37282950248702, 30.63498703274883)",0.08015155696029938,2.1222543181820614,1.6208520135106552,0.38127744037754346,0.015108643437480628,0.04611920581073473,0.02119257826493631,0.01765131570391371,0.9770637816985498
99,"(-96.36826457451131, 30.634059786999384)",0.05504038651652416,1.9805138906457467,1.3699981869520526,0.6146582625684872,0.010292365932442624,0.04302789182945835,0.017851771790026425,0.028598804760150746,0.9750820127713127
100,"(-96.37609263648788, 30.632685410061935)",0.04250771624578206,2.3726113918125704,1.6980367338189548,0.14569125494182739,0.007888622226501728,0.05157941455623995,0.022220504435756894,0.006600376887921266,0.9824553292220575
101,"(-96.37056079277488, 30.63804695689837)",0.06026692719034146,1.8807048018151034,1.6588942100309072,0.5814663157621225,0.011294807070454669,0.04085108710886038,0.021699214413159314,0.02704182817995606,0.9754546877437931
102,"(-96.3728195907978, 30.63766782237129)",0.033083429293265826,2.000458762542928,1.737939431911098,0.4527736357925822,0.0060810608724001,0.043462883189525514,0.022751918263408687,0.02100507806330904,0.9788058820487104
103,"(-96.37422743992173, 30.63400902208185)",0.047220840019766015,2.229119361446045,1.6499984706758948,0.2887614498514358,0.008792590922900178,0.04844989867016624,0.021580743253902777,0.013311551260960286,0.9801895481593224
104,"(-96.37905256759724, 30.637226422980095)",0.03693915046368404,2.317279218389087,2.0121531635041294,0.22223678008196354,0.0068205812854514715,0.05037263732061604,0.0264038259204808,0.01019099453554422,0.9811625177439757
105,"(-96.37900879007869, 30.63742084988206)",0.036625912031368196,2.307663514379956,2.017561930054295,0.23569172463480761,0.006760502715292663,0.050162921851572284,0.026475858476491455,0.010822142617300582,0.9809628219205284
106,"(-96.37883521445752, 30.637336327280014)",0.04744914014053283,2.302310612953385,2.0057442466705377,0.23042247516356615,0.008836378477068892,0.05004617676121255,0.026318473621301023,0.010574971275716213,0.9804780152322203
107,"(-96.37769676932469, 30.639924507366768)",0.06051585885202759,2.1493446393169076,2.0594516775186915,0.4168630031883422,0.011342551717210783,0.046710037163066875,0.027033735314494173,0.01932057265388075,0.9768236244592217
108,"(-96.37717635943936, 30.638212383927836)",0.0342340288997216,2.1866441677900754,1.9614924721622753,0.3125322654966262,0.006301743815645871,0.04752352810470086,0.0257291399171611,0.01442659894007352,0.9802612176666206
109,"(-96.37563801079031, 30.641634376911455)",0.00966773688699495,1.9839292908968806,2.0474471782952173,0.5654396358717708,0.0015899730175459397,0.04310238063079402,0.026873862494198708,0.02629004445985291,0.9776991279352164
110,"(-96.37655080555332, 30.635303879495154)",0.06462652144741861,2.275682035455791,1.8146433456752409,0.1778178821152559,0.012130969438850302,0.04946541589184997,0.02377344117685053,0.008107381174276736,0.9808473294025792
111,"(-96.37342728384444, 30.640472712845806)",0.05235382506551656,1.9144351943253464,1.8977473489720764,0.5604067013199682,0.00977708825905175,0.04158673632181439,0.024880198829758574,0.026053958240731027,0.9758399230786533
112,"(-96.37413675087423, 30.64224311249325)",0.03288815447241699,1.8855246964725503,2.0151488784639406,0.6409026506560828,0.006043607511591595,0.040956207489840094,0.02644372207862206,0.029829883426681122,0.97541935067002
113,"(-96.37512137462609, 30.63693859063684)",0.08655596536791839,2.139054970248589,1.8109844951464278,0.3128988198556238,0.01633699749671318,0.0464856227288332,0.02372471355046716,0.014443793368458722,0.9776517875027892
114,"(-96.37599413082937, 30.638688466096887)",0.030383179691950552,2.1099724338416856,1.9270300784469503,0.37297714322364406,0.005563157836302218,0.045851341790301356,0.025270178658150146,0.017261963179559824,0.9797289811534101
115,"(-96.37757240916277, 30.636586463561432)",0.022173750784239426,2.2703182144644978,1.9144938309626092,0.20076272549820984,0.003988604078804264,0.04934843264923064,0.02510322415184934,0.009183683929035426,0.9827499362597135
116,"(-96.37439618477146, 30.638984297534815)",0.06705450951449775,2.0202571936648237,1.8684120039679732,0.44416605976127904,0.012596653200431903,0.04389468072251075,0.024489518281337566,0.02060131162046772,0.9767525914190474
117,"(-96.37686154576141, 30.63032238256922)",0.022612376461526938,2.5180555982464075,1.6679130713852357,0.11656592490450914,0.004072731697920305,0.054751506786097054,0.021819325279404427,0.005234158237864568,0.9835522833103182
118,"(-96.37657666570807, 30.630596285333848)",0.0050555911472258885,2.4927238383682213,1.6598924241530286,0.11673692806098898,0.0007053717272101066,0.05419902909964652,0.02171250837103223,0.005242179698953661,0.984680459945223
119,"(-96.37630739170466, 30.63112207634625)",0.043902938897703976,2.455920310969336,1.6604151697192757,0.11558628192697439,0.008156223431631405,0.05339635578486966,0.02171947016147572,0.00518820488713549,0.9826266328425349
120,"(-96.36741578264835, 30.629670279885143)",0.06793454313898672,2.1910101471093055,1.1469826992495977,0.6542635499398014,0.012765442073049109,0.04761874873544181,0.014881709122285959,0.030456620008191337,0.9729757987154919
121,"(-96.37401064745849, 30.631384972040856)",0.03411369961998806,2.3467031491830714,1.5463101247517612,0.24843540686566168,0.0062786648753600845,0.05101436396296195,0.020199848642135244,0.011419926618782477,0.9813255722330732
122,"(-96.37025449220396, 30.6319233603223)",0.03245780254303064,2.169433350056137,1.373374157925229,0.47244447748514257,0.005961066782500771,0.04714816560287342,0.017896732099546203,0.021927803084733837,0.9782212524008269
123,"(-96.36570631836867, 30.633046999531658)",0.06279489303030206,1.9418996407506395,1.2108836505717018,0.6840878279396365,0.011779666389767076,0.04218572722863081,0.015732725488503976,0.03185562509330597,0.9737134320511709
124,"(-96.37208475372621, 30.632566481080804)",0.048111654454442605,2.2087322813333423,1.4887817255086377,0.36916305181351905,0.008963447535597796,0.0480052628885107,0.0194337002786869,0.017083050775447764,0.9789333228235706
125,"(-96.37598905368459, 30.627543182251216)",0.021569272832983738,2.6211978837582643,1.5527279933207827,0.3068512337877695,0.0038726662906616214,0.057001007474119986,0.02028532015821554,0.014160111608865301,0.9797454219586099
126,"(-96.36492511029668, 30.630989887827134)",0.12593088616531944,2.0337466268448887,1.0810454932638058,0.6747075228172453,0.023889036766399457,0.044188881001950044,0.014003574442353782,0.03141561127080121,0.9700289108171344
127,"(-96.37550382300519, 30.62983292081885)",0.05073795489362913,2.485464027468948,1.5802884361853502,0.19937645231663104,0.00946716725487759,0.05404069491564248,0.020652363018340385,0.009118656261629781,0.9806390120339223
128,"(-96.3671217071141, 30.631434588775356)",0.036014481463780314,2.081294698074975,1.2020789907960183,0.6585353861762613,0.006643231427792954,0.04522588942594843,0.015615467303562116,0.030657004427140803,0.9751375041852599
129,"(-96.36867488061779, 30.63208525524431)",0.02502544165353668,2.1012167159797195,1.302931537081973,0.5670216316238716,0.004535553278797579,0.04566038234765488,0.01695859546814108,0.026364253133130136,0.9772656967467637
130,"(-96.38648537848083, 30.63182669855813)",0.18837946246895867,2.8929119275898474,2.2396097377207687,0.4631785399701782,0.03586656182626478,0.06292700499794229,0.029433033831432278,0.021493154048071113,0.9651140654501607
131,"(-96.38661139522803, 30.63131070381882)",0.16151730228952485,2.919611948598283,2.234921498722141,0.4827872977561284,0.030714447626784856,0.06350932402772372,0.029370597075264713,0.02241296682125802,0.9661815544703901
132,"(-96.38538475757768, 30.633346119362546)",0.06644984891319135,2.7794701696015514,2.2166675016344484,0.3754458832201864,0.012480680380336746,0.06045287606644924,0.02912749505645097,0.01737776748533406,0.9743013641728304
